pc_recv_time_us,inst_id,tick_id,score_index,to1,to2,to3,dur_to,he1,he2,he3,dur_he,pickup_us
1783821856085525,4,2,0,2,80,0,0,0,0,0,0,7
1783821856213660,4,3,1,0,0,0,0,0,0,0,0,7
1783821856341513,4,4,2,0,0,0,0,0,0,0,0,6
1783821856470106,4,5,3,0,0,0,0,0,0,0,0,7
1783821856597949,4,6,4,1,110,0,0,0,0,0,0,7
1783821856726355,4,7,5,0,0,0,0,0,0,0,0,7
1783821856854642,4,8,6,0,0,0,0,0,0,0,0,7
1783821856982242,4,9,7,0,0,0,0,0,0,0,0,6
1783821857111618,4,10,8,2,80,0,0,0,0,0,0,7
1783821857239983,4,11,9,0,0,0,0,0,0,0,0,7
1783821857367511,4,12,10,0,0,0,0,0,0,0,0,7
1783821857495887,4,13,11,0,0,0,0,0,0,0,0,8
1783821857625647,4,14,12,1,110,0,0,0,0,0,0,7
1783821857752624,4,15,13,0,0,0,0,0,0,0,0,8
1783821857880196,4,16,14,0,0,0,0,0,0,0,0,7
1783821858009242,4,17,15,0,0,0,0,0,0,0,0,8
1783821858137567,4,18,16,2,80,0,0,0,0,0,0,10
1783821858265796,4,19,17,0,0,0,0,0,0,0,0,7
1783821858394127,4,20,18,0,0,0,0,0,0,0,0,7
1783821858522661,4,21,19,0,0,0,0,0,0,0,0,7
1783821858650519,4,22,20,1,110,0,0,0,0,0,0,7
1783821858778664,4,23,21,0,0,0,0,0,0,0,0,7
1783821858907200,4,24,22,0,0,0,0,0,0,0,0,7
1783821859034634,4,25,23,0,0,0,0,0,0,0,0,8
1783821859162925,4,26,24,2,80,0,0,0,0,0,0,8
1783821859291379,4,27,25,0,0,0,0,0,0,0,0,8
1783821859419518,4,28,26,0,0,0,0,0,0,0,0,7
1783821859547602,4,29,27,0,0,0,0,0,0,0,0,7
1783821859676449,4,30,28,1,110,0,0,0,0,0,0,8
1783821859804852,4,31,29,0,0,0,0,0,0,0,0,6
1783821859932603,4,32,30,0,0,0,0,0,0,0,0,7
1783821860060889,4,33,31,0,0,0,0,0,0,0,0,7
1783821860188821,4,34,32,2,80,0,0,0,0,0,0,7
1783821860317918,4,35,33,0,0,0,0,0,0,0,0,8
1783821860445364,4,36,34,0,0,0,0,0,0,0,0,8
1783821860573411,4,37,35,0,0,0,0,0,0,0,0,7
1783821860701926,4,38,36,1,110,0,0,0,0,0,0,7
1783821860830491,4,39,37,0,0,0,0,0,0,0,0,7
1783821860958859,4,40,38,0,0,0,0,0,0,0,0,7
1783821861086418,4,41,39,0,0,0,0,0,0,0,0,7
1783821861215521,4,42,40,2,80,0,0,0,0,0,0,7
1783821861343498,4,43,41,0,0,0,0,0,0,0,0,7
1783821861471526,4,44,42,0,0,0,0,0,0,0,0,7
1783821861599548,4,45,43,0,0,0,0,0,0,0,0,7
1783821861728796,4,46,44,1,110,0,0,0,0,0,0,8
1783821861856058,4,47,45,0,0,0,0,0,0,0,0,8
1783821861984432,4,48,46,0,0,0,0,0,0,0,0,7
1783821862113172,4,49,47,0,0,0,0,0,0,0,0,7
1783821862241267,4,50,48,2,80,0,0,0,0,0,0,7
1783821862369311,4,51,49,0,0,0,0,0,0,0,0,7
1783821862497858,4,52,50,0,0,0,0,0,0,0,0,7
1783821862625698,4,53,51,0,0,0,0,0,0,0,0,7
1783821862754957,4,54,52,1,110,0,0,0,0,0,0,7
1783821862882723,4,55,53,0,0,0,0,0,0,0,0,7
1783821863010635,4,56,54,0,0,0,0,0,0,0,0,7
1783821863138954,4,57,55,0,0,0,0,0,0,0,0,7
1783821863267687,4,58,56,2,80,0,0,0,0,0,0,6
1783821863395336,4,59,57,0,0,0,0,0,0,0,0,7
1783821863523388,4,60,58,0,0,0,0,0,0,0,0,8
1783821863651926,4,61,59,0,0,0,0,0,0,0,0,7
1783821863780236,4,62,60,1,110,0,0,0,0,0,0,7
1783821863908424,4,63,61,0,0,0,0,0,0,0,0,6
1783821864036653,4,64,62,0,0,0,0,0,0,0,0,7
1783821864164743,4,65,63,0,0,0,0,0,0,0,0,8
1783821864293326,4,66,64,2,80,0,0,0,0,0,0,7
