pc_recv_time_us,inst_id,tick_id,score_index,to1,to2,to3,dur_to,he1,he2,he3,dur_he,pickup_us
1783822139913427,4,2,0,2,80,0,0,0,0,0,0,7
1783822140042727,4,3,1,0,0,0,0,0,0,0,0,7
1783822140169874,4,4,2,0,0,0,0,0,0,0,0,7
1783822140297892,4,5,3,0,0,0,0,0,0,0,0,6
1783822140426998,4,6,4,1,110,0,0,0,0,0,0,8
1783822140555733,4,7,5,0,0,0,0,0,0,0,0,7
1783822140682926,4,8,6,0,0,0,0,0,0,0,0,7
1783822140812070,4,9,7,0,0,0,0,0,0,0,0,7
1783822140940372,4,10,8,2,80,0,0,0,0,0,0,7
1783822141069136,4,11,9,0,0,0,0,0,0,0,0,7
1783822141195980,4,12,10,0,0,0,0,0,0,0,0,8
1783822141324877,4,13,11,0,0,0,0,0,0,0,0,7
1783822141452922,4,14,12,1,110,0,0,0,0,0,0,8
1783822141581523,4,15,13,0,0,0,0,0,0,0,0,6
1783822141709519,4,16,14,0,0,0,0,0,0,0,0,7
1783822141836984,4,17,15,0,0,0,0,0,0,0,0,7
1783822141966369,4,18,16,2,80,0,0,0,0,0,0,7
1783822142094804,4,19,17,0,0,0,0,0,0,0,0,7
1783822142223280,4,20,18,0,0,0,0,0,0,0,0,7
1783822142349925,4,21,19,0,0,0,0,0,0,0,0,8
1783822142479085,4,22,20,1,110,0,0,0,0,0,0,7
1783822142606837,4,23,21,0,0,0,0,0,0,0,0,7
1783822142736273,4,24,22,0,0,0,0,0,0,0,0,7
1783822142863620,4,25,23,0,0,0,0,0,0,0,0,7
1783822142991461,4,26,24,2,80,0,0,0,0,0,0,7
1783822143119429,4,27,25,0,0,0,0,0,0,0,0,7
1783822143248487,4,28,26,0,0,0,0,0,0,0,0,7
1783822143375836,4,29,27,0,0,0,0,0,0,0,0,7
1783822143504507,4,30,28,1,110,0,0,0,0,0,0,7
1783822143633111,4,31,29,0,0,0,0,0,0,0,0,7
1783822143760287,4,32,30,0,0,0,0,0,0,0,0,8
1783822143889516,4,33,31,0,0,0,0,0,0,0,0,8
1783822144017508,4,34,32,2,80,0,0,0,0,0,0,7
1783822144146347,4,35,33,0,0,0,0,0,0,0,0,7
1783822144274386,4,36,34,0,0,0,0,0,0,0,0,7
1783822144402442,4,37,35,0,0,0,0,0,0,0,0,7
