pc_recv_time_us,inst_id,tick_id,score_index,to1,to2,to3,dur_to,he1,he2,he3,dur_he,pickup_us
1783822052026951,3,2,-1,0,0,0,0,0,0,0,0,7
1783822052154321,3,3,-1,0,0,0,0,0,0,0,0,8
1783822052283473,3,4,-1,0,0,0,0,0,0,0,0,7
1783822052411284,3,5,-1,0,0,0,0,0,0,0,0,7
1783822052539631,3,6,-1,0,0,0,0,0,0,0,0,7
1783822052668511,3,7,-1,0,0,0,0,0,0,0,0,7
1783822052795900,3,8,-1,0,0,0,0,0,0,0,0,7
1783822052923780,3,9,-1,0,0,0,0,0,0,0,0,7
1783822053052342,3,10,-1,0,0,0,0,0,0,0,0,7
1783822053180220,3,11,-1,0,0,0,0,0,0,0,0,7
1783822053309508,3,12,-1,0,0,0,0,0,0,0,0,6
1783822053436838,3,13,-1,0,0,0,0,0,0,0,0,8
1783822053564735,3,14,-1,0,0,0,0,0,0,0,0,7
1783822053694317,3,15,-1,0,0,0,0,0,0,0,0,7
1783822053822087,3,16,-1,0,0,0,0,0,0,0,0,7
1783822053949660,3,17,-1,0,0,0,0,0,0,0,0,7
1783822054078329,3,18,-1,0,0,0,0,0,0,0,0,6
1783822054206000,3,19,-1,0,0,0,0,0,0,0,0,7
1783822054334636,3,20,-1,0,0,0,0,0,0,0,0,7
1783822054463154,3,21,-1,0,0,0,0,0,0,0,0,7
1783822054591254,3,22,-1,0,0,0,0,0,0,0,0,7
1783822054719940,3,23,-1,0,0,0,0,0,0,0,0,10
1783822054847158,3,24,-1,0,0,0,0,0,0,0,0,8
1783822054976256,3,25,-1,0,0,0,0,0,0,0,0,7
1783822055103664,3,26,-1,0,0,0,0,0,0,0,0,8
1783822055233008,3,27,-1,0,0,0,0,0,0,0,0,8
1783822055360467,3,28,-1,0,0,0,0,0,0,0,0,7
1783822055488521,3,29,-1,0,0,0,0,0,0,0,0,7
1783822055616864,3,30,-1,0,0,0,0,0,0,0,0,7
1783822055745930,3,31,-1,0,0,0,0,0,0,0,0,8
1783822055874196,3,32,-1,0,0,0,0,0,0,0,0,7
1783822056002297,3,33,-1,0,0,0,0,0,0,0,0,7
1783822056130237,3,34,-1,0,0,0,0,0,0,0,0,7
1783822056258049,3,35,-1,0,0,0,0,0,0,0,0,8
1783822056385992,3,36,-1,0,0,0,0,0,0,0,0,7
1783822056515134,3,37,-1,0,0,0,0,0,0,0,0,7
1783822056643242,3,38,-1,0,0,0,0,0,0,0,0,7
1783822056770806,3,39,-1,0,0,0,0,0,0,0,0,7
1783822056899265,3,40,-1,0,0,0,0,0,0,0,0,7
1783822057028061,3,41,-1,0,0,0,0,0,0,0,0,7
1783822057155805,3,42,-1,0,0,0,0,0,0,0,0,7
1783822057284875,3,43,-1,0,0,0,0,0,0,0,0,7
1783822057412349,3,44,-1,0,0,0,0,0,0,0,0,7
1783822057541290,3,45,-1,0,0,0,0,0,0,0,0,6
1783822057668935,3,46,-1,0,0,0,0,0,0,0,0,7
1783822057797260,3,47,-1,0,0,0,0,0,0,0,0,7
1783822057925802,3,48,-1,0,0,0,0,0,0,0,0,7
1783822058054350,3,49,-1,0,0,0,0,0,0,0,0,7
1783822058182252,3,50,-1,0,0,0,0,0,0,0,0,7
1783822058309372,3,51,-1,0,0,0,0,0,0,0,0,7
1783822058437858,3,52,-1,0,0,0,0,0,0,0,0,7
1783822058566178,3,53,-1,0,0,0,0,0,0,0,0,7
1783822058694314,3,54,-1,0,0,0,0,0,0,0,0,7
1783822058822004,3,55,-1,0,0,0,0,0,0,0,0,7
1783822058950602,3,56,-1,0,0,0,0,0,0,0,0,8
1783822059079080,3,57,-1,0,0,0,0,0,0,0,0,7
1783822059206863,3,58,-1,0,0,0,0,0,0,0,0,7
1783822059336016,3,59,-1,0,0,0,0,0,0,0,0,8
1783822059463750,3,60,-1,0,0,0,0,0,0,0,0,7
1783822059591945,3,61,-1,0,0,0,0,0,0,0,0,7
1783822059721516,3,62,-1,0,0,0,0,0,0,0,0,7
1783822059848904,3,63,-1,0,0,0,0,0,0,0,0,7
1783822059977382,3,64,-1,0,0,0,0,0,0,0,0,7
1783822060105104,3,65,-1,0,0,0,0,0,0,0,0,7
1783822060234226,3,66,-1,0,0,0,0,0,0,0,0,7
1783822060361735,3,67,-1,0,0,0,0,0,0,0,0,7
1783822060490155,3,68,-1,0,0,0,0,0,0,0,0,7
1783822060618074,3,69,-1,0,0,0,0,0,0,0,0,7
1783822060746708,3,70,-1,0,0,0,0,0,0,0,0,7
1783822060874605,3,71,-1,0,0,0,0,0,0,0,0,7
1783822061002441,3,72,-1,0,0,0,0,0,0,0,0,7
1783822061131409,3,73,-1,0,0,0,0,0,0,0,0,8
1783822061262267,3,74,-1,0,0,0,0,0,0,0,0,7
1783822061388533,3,75,-1,0,0,0,0,0,0,0,0,7
1783822061516156,3,76,-1,0,0,0,0,0,0,0,0,7
1783822061644480,3,77,-1,0,0,0,0,0,0,0,0,7
1783822061771995,3,78,-1,0,0,0,0,0,0,0,0,7
1783822061901242,3,79,-1,0,0,0,0,0,0,0,0,7
1783822062029613,3,80,-1,0,0,0,0,0,0,0,0,7
1783822062157520,3,81,-1,0,0,0,0,0,0,0,0,7
1783822062285374,3,82,-1,0,0,0,0,0,0,0,0,7
