pc_recv_time_us,inst_id,tick_id,score_index,to1,to2,to3,dur_to,he1,he2,he3,dur_he,pickup_us
1783821856131600,3,2,-1,0,0,0,0,0,0,0,0,8
1783821856259404,3,3,-1,0,0,0,0,0,0,0,0,7
1783821856387394,3,4,-1,0,0,0,0,0,0,0,0,8
1783821856516640,3,5,-1,0,0,0,0,0,0,0,0,7
1783821856644339,3,6,-1,0,0,0,0,0,0,0,0,6
1783821856772899,3,7,-1,0,0,0,0,0,0,0,0,7
1783821856901006,3,8,-1,0,0,0,0,0,0,0,0,6
1783821857029630,3,9,-1,0,0,0,0,0,0,0,0,7
1783821857157150,3,10,-1,0,0,0,0,0,0,0,0,6
1783821857285462,3,11,-1,0,0,0,0,0,0,0,0,7
1783821857414040,3,12,-1,0,0,0,0,0,0,0,0,7
1783821857541089,3,13,-1,0,0,0,0,0,0,0,0,7
1783821857669539,3,14,-1,0,0,0,0,0,0,0,0,7
1783821857798827,3,15,-1,0,0,0,0,0,0,0,0,7
1783821857926355,3,16,-1,0,0,0,0,0,0,0,0,7
1783821858054159,3,17,-1,0,0,0,0,0,0,0,0,7
1783821858183291,3,18,-1,0,0,0,0,0,0,0,0,8
1783821858310484,3,19,-1,0,0,0,0,0,0,0,0,8
1783821858439704,3,20,-1,0,0,0,0,0,0,0,0,7
1783821858566963,3,21,-1,0,0,0,0,0,0,0,0,7
1783821858696368,3,22,-1,0,0,0,0,0,0,0,0,7
1783821858824062,3,23,-1,0,0,0,0,0,0,0,0,7
1783821858952088,3,24,-1,0,0,0,0,0,0,0,0,7
1783821859081430,3,25,-1,0,0,0,0,0,0,0,0,7
1783821859209135,3,26,-1,0,0,0,0,0,0,0,0,7
1783821859337328,3,27,-1,0,0,0,0,0,0,0,0,7
1783821859465719,3,28,-1,0,0,0,0,0,0,0,0,7
1783821859593082,3,29,-1,0,0,0,0,0,0,0,0,7
1783821859721617,3,30,-1,0,0,0,0,0,0,0,0,7
1783821859849522,3,31,-1,0,0,0,0,0,0,0,0,7
1783821859978438,3,32,-1,0,0,0,0,0,0,0,0,8
1783821860105999,3,33,-1,0,0,0,0,0,0,0,0,7
1783821860234749,3,34,-1,0,0,0,0,0,0,0,0,8
1783821860363052,3,35,-1,0,0,0,0,0,0,0,0,7
1783821860491151,3,36,-1,0,0,0,0,0,0,0,0,8
1783821860620051,3,37,-1,0,0,0,0,0,0,0,0,7
1783821860747968,3,38,-1,0,0,0,0,0,0,0,0,7
1783821860875834,3,39,-1,0,0,0,0,0,0,0,0,7
1783821861003851,3,40,-1,0,0,0,0,0,0,0,0,7
1783821861132903,3,41,-1,0,0,0,0,0,0,0,0,7
1783821861260547,3,42,-1,0,0,0,0,0,0,0,0,7
1783821861389516,3,43,-1,0,0,0,0,0,0,0,0,7
1783821861517530,3,44,-1,0,0,0,0,0,0,0,0,7
1783821861645064,3,45,-1,0,0,0,0,0,0,0,0,7
1783821861774184,3,46,-1,0,0,0,0,0,0,0,0,7
1783821861901886,3,47,-1,0,0,0,0,0,0,0,0,7
1783821862029959,3,48,-1,0,0,0,0,0,0,0,0,7
1783821862157966,3,49,-1,0,0,0,0,0,0,0,0,8
1783821862286968,3,50,-1,0,0,0,0,0,0,0,0,7
1783821862414554,3,51,-1,0,0,0,0,0,0,0,0,7
1783821862543180,3,52,-1,0,0,0,0,0,0,0,0,7
1783821862672047,3,53,-1,0,0,0,0,0,0,0,0,7
1783821862800108,3,54,-1,0,0,0,0,0,0,0,0,7
1783821862927759,3,55,-1,0,0,0,0,0,0,0,0,7
1783821863056337,3,56,-1,0,0,0,0,0,0,0,0,6
1783821863184575,3,57,-1,0,0,0,0,0,0,0,0,8
1783821863312387,3,58,-1,0,0,0,0,0,0,0,0,8
1783821863441048,3,59,-1,0,0,0,0,0,0,0,0,7
1783821863568725,3,60,-1,0,0,0,0,0,0,0,0,8
1783821863697224,3,61,-1,0,0,0,0,0,0,0,0,7
1783821863825968,3,62,-1,0,0,0,0,0,0,0,0,7
1783821863953805,3,63,-1,0,0,0,0,0,0,0,0,7
1783821864081907,3,64,-1,0,0,0,0,0,0,0,0,7
1783821864210919,3,65,-1,0,0,0,0,0,0,0,0,7
1783821864339491,3,66,-1,0,0,0,0,0,0,0,0,7
1783821864466560,3,67,-1,0,0,0,0,0,0,0,0,7
1783821864595490,3,68,-1,0,0,0,0,0,0,0,0,7
1783821864723585,3,69,-1,0,0,0,0,0,0,0,0,8
1783821864851418,3,70,-1,0,0,0,0,0,0,0,0,7
1783821864979855,3,71,-1,0,0,0,0,0,0,0,0,6
1783821865108393,3,72,-1,0,0,0,0,0,0,0,0,7
1783821865236392,3,73,-1,0,0,0,0,0,0,0,0,7
1783821865364832,3,74,-1,0,0,0,0,0,0,0,0,8
1783821865492885,3,75,-1,0,0,0,0,0,0,0,0,7
1783821865621210,3,76,-1,0,0,0,0,0,0,0,0,7
1783821865749320,3,77,-1,0,0,0,0,0,0,0,0,7
1783821865877596,3,78,-1,0,0,0,0,0,0,0,0,8
1783821866006574,3,79,-1,0,0,0,0,0,0,0,0,7
1783821866134048,3,80,-1,0,0,0,0,0,0,0,0,7
1783821866262306,3,81,-1,0,0,0,0,0,0,0,0,7
1783821866391197,3,82,-1,0,0,0,0,0,0,0,0,7
1783821866518445,3,83,73,0,0,0,0,0,0,0,0,7
1783821866647511,3,84,74,67,0,0,250,0,0,0,0,8
1783821866775483,3,85,75,0,0,0,0,0,0,0,0,7
1783821866904258,3,86,76,66,0,0,250,0,0,0,0,7
1783821867032035,3,87,77,0,0,0,0,0,0,0,0,7
1783821867160420,3,88,78,67,0,0,250,0,0,0,0,7
1783821867288146,3,89,79,0,0,0,0,0,0,0,0,7
1783821867417770,3,90,80,64,0,0,500,36,0,0,250,7
1783821867544903,3,91,81,0,0,0,0,0,0,0,0,7
1783821867673247,3,92,82,0,0,0,0,55,52,0,250,7
1783821867801425,3,93,83,0,0,0,0,0,0,0,0,7
1783821867930677,3,94,84,0,0,0,0,36,0,0,250,8
1783821868058617,3,95,85,0,0,0,0,0,0,0,0,7
1783821868186770,3,96,86,0,0,0,0,55,52,0,250,7
1783821868314999,3,97,87,0,0,0,0,0,0,0,0,7
1783821868442635,3,98,88,0,0,0,0,36,0,0,250,8
1783821868571414,3,99,89,0,0,0,0,0,0,0,0,7
1783821868699452,3,100,90,64,0,0,250,55,52,0,250,7
1783821868827901,3,101,91,0,0,0,0,0,0,0,0,7
1783821868956939,3,102,92,63,0,0,250,36,0,0,250,8
1783821869083431,3,103,93,0,0,0,0,0,0,0,0,8
1783821869213123,3,104,94,64,0,0,250,55,52,0,250,7
1783821869340867,3,105,95,0,0,0,0,0,0,0,0,7
1783821869469602,3,106,96,60,0,0,500,48,0,0,250,7
1783821869596714,3,107,97,0,0,0,0,0,0,0,0,7
1783821869726161,3,108,98,0,0,0,0,60,55,0,250,7
1783821869853735,3,109,99,0,0,0,0,0,0,0,0,8
1783821869981708,3,110,100,0,0,0,0,48,0,0,250,7
1783821870110604,3,111,101,0,0,0,0,0,0,0,0,7
1783821870238780,3,112,102,0,0,0,0,60,55,0,250,7
1783821870366383,3,113,103,0,0,0,0,0,0,0,0,7
1783821870494636,3,114,104,0,0,0,0,48,0,0,250,7
1783821870623673,3,115,105,0,0,0,0,0,0,0,0,7
1783821870752006,3,116,106,64,0,0,250,60,55,0,250,7
1783821870879792,3,117,107,0,0,0,0,0,0,0,0,7
1783821871008236,3,118,108,62,0,0,250,48,0,0,250,8
1783821871135559,3,119,109,0,0,0,0,0,0,0,0,8
1783821871265684,3,120,110,60,0,0,250,60,55,0,250,7
