pc_recv_time_us,inst_id,tick_id,score_index,to1,to2,to3,dur_to,he1,he2,he3,dur_he,pickup_us
1783822018665524,1,2,0,0,0,0,0,36,0,0,250,7
1783822018792478,1,3,1,0,0,0,0,0,0,0,0,6
1783822018922599,1,4,2,0,0,0,0,55,52,0,250,7
1783822019050090,1,5,3,0,0,0,0,0,0,0,0,7
1783822019178759,1,6,4,0,0,0,0,36,0,0,250,6
1783822019306490,1,7,5,0,0,0,0,0,0,0,0,7
1783822019435320,1,8,6,0,0,0,0,55,52,0,250,7
1783822019562624,1,9,7,0,0,0,0,0,0,0,0,7
1783822019691577,1,10,8,0,0,0,0,36,0,0,250,7
1783822019818713,1,11,9,0,0,0,0,0,0,0,0,7
1783822019948809,1,12,10,67,64,0,250,55,52,0,250,7
1783822020075303,1,13,11,0,0,0,0,0,0,0,0,7
1783822020206191,1,14,12,69,64,0,250,36,0,0,250,7
1783822020332469,1,15,13,0,0,0,0,0,0,0,0,7
1783822020460885,1,16,14,71,64,0,250,55,52,0,250,7
1783822020588479,1,17,15,0,0,0,0,0,0,0,0,7
1783822020717902,1,18,16,72,67,0,500,48,0,0,250,7
1783822020845980,1,19,17,0,0,0,0,0,0,0,0,7
1783822020974678,1,20,18,0,0,0,0,60,55,0,250,7
1783822021101405,1,21,19,0,0,0,0,0,0,0,0,7
1783822021230539,1,22,20,67,0,0,500,48,0,0,250,7
1783822021358093,1,23,21,0,0,0,0,0,0,0,0,7
1783822021488316,1,24,22,0,0,0,0,60,55,0,250,7
1783822021614861,1,25,23,0,0,0,0,0,0,0,0,7
1783822021743731,1,26,24,64,60,0,500,43,0,0,250,7
1783822021871507,1,27,25,0,0,0,0,0,0,0,0,7
1783822021999867,1,28,26,0,0,0,0,55,52,0,250,6
1783822022127231,1,29,27,0,0,0,0,0,0,0,0,7
1783822022256980,1,30,28,60,0,0,500,43,0,0,250,7
1783822022384674,1,31,29,0,0,0,0,0,0,0,0,8
1783822022512883,1,32,30,0,0,0,0,55,52,0,250,7
1783822022640923,1,33,31,0,0,0,0,0,0,0,0,7
1783822022770701,1,34,32,69,65,0,1000,41,0,0,250,7
1783822022896670,1,35,33,0,0,0,0,0,0,0,0,7
1783822023026576,1,36,34,0,0,0,0,53,48,0,250,7
1783822023154544,1,37,35,0,0,0,0,0,0,0,0,7
1783822023281815,1,38,36,0,0,0,0,41,0,0,250,7
1783822023410433,1,39,37,0,0,0,0,0,0,0,0,7
1783822023539442,1,40,38,0,0,0,0,53,48,0,250,7
1783822023666531,1,41,39,0,0,0,0,0,0,0,0,7
1783822023796097,1,42,40,0,0,0,0,48,0,0,250,7
1783822023922888,1,43,41,0,0,0,0,0,0,0,0,7
1783822024052543,1,44,42,69,65,0,250,57,53,0,250,7
1783822024180230,1,45,43,0,0,0,0,0,0,0,0,7
1783822024309247,1,46,44,71,65,0,250,48,0,0,250,7
1783822024435646,1,47,45,0,0,0,0,0,0,0,0,8
1783822024566109,1,48,46,69,65,0,250,57,53,0,250,7
1783822024692936,1,49,47,0,0,0,0,0,0,0,0,7
1783822024821190,1,50,48,67,65,0,500,47,0,0,250,7
1783822024949296,1,51,49,0,0,0,0,0,0,0,0,7
1783822025077709,1,52,50,0,0,0,0,57,55,0,250,8
1783822025205412,1,53,51,0,0,0,0,0,0,0,0,7
1783822025334098,1,54,52,67,66,0,500,47,0,0,250,7
1783822025462357,1,55,53,0,0,0,0,0,0,0,0,7
1783822025591445,1,56,54,0,0,0,0,57,55,0,250,7
1783822025718901,1,57,55,0,0,0,0,0,0,0,0,7
1783822025847569,1,58,56,69,62,0,500,43,0,0,250,7
1783822025975314,1,59,57,0,0,0,0,0,0,0,0,7
1783822026103648,1,60,58,0,0,0,0,53,47,0,250,7
1783822026231294,1,61,59,0,0,0,0,0,0,0,0,7
1783822026360982,1,62,60,71,62,0,500,43,0,0,250,6
1783822026488759,1,63,61,0,0,0,0,0,0,0,0,7
1783822026617328,1,64,62,0,0,0,0,53,47,0,250,7
1783822026744504,1,65,63,0,0,0,0,0,0,0,0,7
1783822026874742,1,66,64,72,67,0,1000,48,0,0,250,7
1783822027001537,1,67,65,0,0,0,0,0,0,0,0,7
1783822027129345,1,68,66,0,0,0,0,55,0,0,125,7
1783822027257215,1,69,67,0,0,0,0,57,0,0,250,7
1783822027386594,1,70,68,0,0,0,0,0,0,0,0,7
1783822027514422,1,71,69,0,0,0,0,55,0,0,125,7
1783822027643346,1,72,70,0,0,0,0,52,0,0,250,7
1783822027770705,1,73,71,0,0,0,0,0,0,0,0,7
1783822027899184,1,74,72,0,0,0,0,48,0,0,250,7
1783822028027000,1,75,73,0,0,0,0,0,0,0,0,7
1783822028156320,1,76,74,67,0,0,250,0,0,0,0,7
1783822028284460,1,77,75,0,0,0,0,0,0,0,0,7
1783822028412040,1,78,76,66,0,0,250,0,0,0,0,6
1783822028539379,1,79,77,0,0,0,0,0,0,0,0,7
1783822028669204,1,80,78,67,0,0,250,0,0,0,0,7
1783822028795935,1,81,79,0,0,0,0,0,0,0,0,7
1783822028926106,1,82,80,64,0,0,500,36,0,0,250,7
1783822029053244,1,83,81,0,0,0,0,0,0,0,0,7
1783822029181318,1,84,82,0,0,0,0,55,52,0,250,7
1783822029309418,1,85,83,0,0,0,0,0,0,0,0,7
1783822029438437,1,86,84,0,0,0,0,36,0,0,250,7
1783822029565397,1,87,85,0,0,0,0,0,0,0,0,7
